parameter,region,sector,subsector,technology,2015,2021,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
load,Indonesia,trn_freight,Freight Rail,Coal,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,load/veh
load,Indonesia,trn_freight,Freight Rail,Electric,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
load,Indonesia,trn_freight,Freight Rail,FCEV,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
load,Indonesia,trn_freight,Freight Rail,Hybrid Liquids,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
load,Indonesia,trn_freight,Freight Rail,Liquids,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,load/veh
load,Indonesia,trn_freight_road,Heavy truck,BEV,5.28,5.3,5.38,5.48,5.58,5.68,5.78,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,load/veh
load,Indonesia,trn_freight_road,Heavy truck,FCEV,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
load,Indonesia,trn_freight_road,Heavy truck,Hybrid Liquids,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
load,Indonesia,trn_freight_road,Heavy truck,Liquids,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
load,Indonesia,trn_freight_road,Heavy truck,NG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,load/veh
load,Indonesia,trn_freight_road,Light truck,BEV,0.76,0.76,0.79,0.79,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,load/veh
load,Indonesia,trn_freight_road,Light truck,FCEV,0.75,0.75,0.77,0.77,0.77,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,load/veh
load,Indonesia,trn_freight_road,Light truck,Hybrid Liquids,0.71,0.71,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,load/veh
load,Indonesia,trn_freight_road,Light truck,Liquids,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,load/veh
load,Indonesia,trn_freight_road,Light truck,NG,0.74,0.74,0.75,0.75,0.74,0.74,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,load/veh
load,Indonesia,trn_freight_road,Medium truck,BEV,2.83,2.83,2.86,2.89,2.92,2.95,2.98,3,3,3,3,3,3,3,3,3,3,3,load/veh
load,Indonesia,trn_freight_road,Medium truck,FCEV,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
load,Indonesia,trn_freight_road,Medium truck,Hybrid Liquids,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
load,Indonesia,trn_freight_road,Medium truck,Liquids,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
load,Indonesia,trn_freight_road,Medium truck,NG,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,3.04,load/veh
load,Indonesia,trn_pass,Domestic Aviation,BEV,120,123,125,127,129,130,132,133,133,133,133,133,133,133,133,133,133,133,load/veh
load,Indonesia,trn_pass,Domestic Aviation,Hydrogen,120,123,125,127,129,130,132,133,133,133,133,133,133,133,133,133,133,133,load/veh
load,Indonesia,trn_pass,Domestic Aviation,Liquids,120,123,125,127,129,130,132,133,133,133,133,133,133,133,133,133,133,133,load/veh
load,Indonesia,trn_pass,HSR,Electric,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,load/veh
load,Indonesia,trn_pass,Passenger Rail,Electric,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,load/veh
load,Indonesia,trn_pass,Passenger Rail,Liquids,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150,load/veh
load,Indonesia,trn_pass_road,Bus,BEV,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,load/veh
load,Indonesia,trn_pass_road,Bus,FCEV,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,load/veh
load,Indonesia,trn_pass_road,Bus,Hybrid Liquids,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,load/veh
load,Indonesia,trn_pass_road,Bus,Liquids,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,load/veh
load,Indonesia,trn_pass_road,Bus,NG,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,load/veh
load,Indonesia,trn_pass_road_LDV,2W and 3W,BEV,1.47,1.48,1.47,1.47,1.47,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,load/veh
load,Indonesia,trn_pass_road_LDV,2W and 3W,Liquids,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,load/veh
load,Indonesia,trn_pass_road_LDV,2W and 3W,NG,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Car,BEV,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Car,FCEV,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Car,Liquids,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Car,NG,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Large Car and Truck,BEV,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Large Car and Truck,NG,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Mini Car,BEV,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Mini Car,FCEV,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Mini Car,Liquids,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_pass_road_LDV_4W,Mini Car,NG,2.39,2.32,2.28,2.22,2.17,2.11,2.06,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,Indonesia,trn_shipping_intl,International Ship,BEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Indonesia,trn_shipping_intl,International Ship,FCEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Indonesia,trn_shipping_intl,International Ship,Hybrid Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Indonesia,trn_shipping_intl,International Ship,Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Japan,trn_aviation_intl,International Aviation,BEV,236,242,246,250,254,257,259,262,262,262,262,262,262,262,262,262,262,262,load/veh
load,Japan,trn_aviation_intl,International Aviation,Hydrogen,236,242,246,250,254,257,259,262,262,262,262,262,262,262,262,262,262,262,load/veh
load,Japan,trn_aviation_intl,International Aviation,Liquids,236,242,246,250,254,257,259,262,262,262,262,262,262,262,262,262,262,262,load/veh
load,Japan,trn_freight,Domestic Ship,BEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,Japan,trn_freight,Domestic Ship,FCEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,Japan,trn_freight,Domestic Ship,Hybrid Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,Japan,trn_freight,Domestic Ship,Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,Japan,trn_freight,Freight Rail,BEV,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,load/veh
load,Japan,trn_freight,Freight Rail,Coal,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,load/veh
load,Japan,trn_freight,Freight Rail,Electric,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,load/veh
load,Japan,trn_freight,Freight Rail,FCEV,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,load/veh
load,Japan,trn_freight,Freight Rail,Hybrid Liquids,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,load/veh
load,Japan,trn_freight,Freight Rail,Liquids,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,load/veh
load,Japan,trn_freight_road,Light truck,BEV,1.24,1.25,1.35,1.36,1.37,1.38,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,load/veh
load,Japan,trn_freight_road,Light truck,FCEV,1.29,1.29,1.37,1.37,1.35,1.33,1.31,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,load/veh
load,Japan,trn_freight_road,Light truck,Hybrid Liquids,1.09,1.09,1.05,1.01,1,1,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,load/veh
load,Japan,trn_freight_road,Light truck,Liquids,1.15,1.14,1.14,1.14,1.13,1.13,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,1.12,load/veh
load,Japan,trn_freight_road,Light truck,NG,1.21,1.21,1.28,1.26,1.23,1.2,1.17,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,load/veh
load,Japan,trn_pass,Domestic Aviation,BEV,129,132,134,137,139,140,142,143,143,143,143,143,143,143,143,143,143,143,load/veh
load,Japan,trn_pass,Domestic Aviation,Hydrogen,129,132,134,137,139,140,142,143,143,143,143,143,143,143,143,143,143,143,load/veh
load,Japan,trn_pass,Domestic Aviation,Liquids,129,132,134,137,139,140,142,143,143,143,143,143,143,143,143,143,143,143,load/veh
load,Japan,trn_pass,HSR,Electric,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,load/veh
load,Japan,trn_pass,Passenger Rail,Electric,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,load/veh
load,Japan,trn_pass,Passenger Rail,Liquids,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,load/veh
load,Japan,trn_pass_road,Bus,BEV,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,load/veh
load,Japan,trn_pass_road,Bus,FCEV,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,load/veh
load,Japan,trn_pass_road,Bus,Hybrid Liquids,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,load/veh
load,Japan,trn_pass_road,Bus,Liquids,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,load/veh
load,Japan,trn_pass_road,Bus,NG,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,load/veh
load,Japan,trn_pass_road_LDV,2W and 3W,BEV,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
load,Japan,trn_pass_road_LDV,2W and 3W,Liquids,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
load,Japan,trn_pass_road_LDV_4W,Car,BEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Car,FCEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Car,Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Car,NG,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Large Car and Truck,NG,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Mini Car,BEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Mini Car,FCEV,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Mini Car,Liquids,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_pass_road_LDV_4W,Mini Car,NG,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.54,load/veh
load,Japan,trn_shipping_intl,International Ship,BEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Japan,trn_shipping_intl,International Ship,FCEV,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Japan,trn_shipping_intl,International Ship,Hybrid Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,Japan,trn_shipping_intl,International Ship,Liquids,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,load/veh
load,KS,trn_aviation_intl,International Aviation,BEV,245,252,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
load,KS,trn_aviation_intl,International Aviation,Hydrogen,245,252,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
load,KS,trn_aviation_intl,International Aviation,Liquids,245,252,256,260,265,268,270,273,273,273,273,273,273,273,273,273,273,273,load/veh
load,KS,trn_freight,Domestic Ship,BEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,KS,trn_freight,Domestic Ship,FCEV,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,KS,trn_freight,Domestic Ship,Hybrid Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,KS,trn_freight,Domestic Ship,Liquids,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,load/veh
load,KS,trn_freight,Freight Rail,BEV,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
load,KS,trn_freight,Freight Rail,Coal,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,2110,load/veh
load,KS,trn_freight,Freight Rail,Electric,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
load,KS,trn_freight,Freight Rail,FCEV,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
load,KS,trn_freight,Freight Rail,Hybrid Liquids,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
load,KS,trn_freight,Freight Rail,Liquids,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,3220,load/veh
load,KS,trn_freight_road,Heavy truck,BEV,10.5,10.5,10.7,11,11.2,11.4,11.7,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,load/veh
load,KS,trn_freight_road,Heavy truck,FCEV,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,load/veh
load,KS,trn_freight_road,Heavy truck,Hybrid Liquids,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,load/veh
load,KS,trn_freight_road,Heavy truck,Liquids,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,load/veh
load,KS,trn_freight_road,Heavy truck,NG,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,12.3,load/veh
load,KS,trn_freight_road,Light truck,BEV,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
load,KS,trn_freight_road,Light truck,FCEV,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
load,KS,trn_freight_road,Light truck,Hybrid Liquids,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
load,KS,trn_freight_road,Light truck,Liquids,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
load,KS,trn_freight_road,Light truck,NG,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,load/veh
load,KS,trn_freight_road,Medium truck,BEV,1.82,1.83,1.83,1.84,1.86,1.87,1.89,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,load/veh
load,KS,trn_freight_road,Medium truck,FCEV,1.94,1.94,1.93,1.93,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,load/veh
load,KS,trn_freight_road,Medium truck,Hybrid Liquids,2.01,2.01,2.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,KS,trn_freight_road,Medium truck,Liquids,2.01,2.01,2.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,KS,trn_freight_road,Medium truck,NG,2.01,2.01,2.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,load/veh
load,KS,trn_pass,Domestic Aviation,BEV,132,136,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
load,KS,trn_pass,Domestic Aviation,Hydrogen,132,136,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
load,KS,trn_pass,Domestic Aviation,Liquids,132,136,138,140,142,144,145,147,147,147,147,147,147,147,147,147,147,147,load/veh
load,KS,trn_pass,HSR,Electric,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,load/veh
load,KS,trn_pass,Passenger Rail,Electric,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
load,KS,trn_pass,Passenger Rail,Liquids,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,load/veh
load,KS,trn_pass_road,Bus,BEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
load,KS,trn_pass_road,Bus,FCEV,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
load,KS,trn_pass_road,Bus,Hybrid Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
load,KS,trn_pass_road,Bus,Liquids,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
load,KS,trn_pass_road,Bus,NG,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,18.4,load/veh
load,KS,trn_pass_road_LDV,2W and 3W,BEV,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
load,KS,trn_pass_road_LDV,2W and 3W,Liquids,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,load/veh
load,KS,trn_pass_road_LDV_4W,Car,BEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
load,KS,trn_pass_road_LDV_4W,Car,FCEV,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
load,KS,trn_pass_road_LDV_4W,Car,Hybrid Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
load,KS,trn_pass_road_LDV_4W,Car,Liquids,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
load,KS,trn_pass_road_LDV_4W,Car,NG,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,load/veh
load,KS,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
load,KS,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
load,KS,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
load,KS,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,load/veh
